iter	RMSE
0	169.6891663
1	165.2056447
2	161.0021216
3	156.8430348
4	152.8051272
5	148.8898296
6	145.1779736
7	141.8342769
8	138.1787137
9	134.5379698
10	131.1999119
11	127.6905404
12	124.5900405
13	121.3637873
14	118.236912
15	115.3956369
16	112.5283932
17	109.7764664
18	106.9701667
19	104.1968732
20	101.5964103
21	99.01965475
22	96.46024102
23	94.02513075
24	91.86556973
25	89.49659154
26	87.27653907
27	85.02297844
28	82.94457812
29	80.84721505
30	78.89068269
31	76.96407985
32	75.09490211
33	73.1363746
34	71.27079877
35	69.49040965
36	67.85900583
37	66.16999
38	64.48588424
39	62.98816267
40	61.33872221
41	59.88601634
42	58.4988678
43	57.11973149
44	55.72675994
45	54.39644557
46	53.0950896
47	51.79505678
48	50.56747483
49	49.350928
50	48.14214867
51	46.97653326
52	45.83761803
53	44.73987114
54	43.6502347
55	42.61562817
56	41.63891632
57	40.62319202
58	39.63053828
59	38.73571921
60	37.83640914
61	36.94807853
62	36.12475246
63	35.31091622
64	34.48917262
65	33.71134237
66	32.95710674
67	32.2175506
68	31.48333437
69	30.80024118
70	30.11252091
71	29.49631495
72	28.85036282
73	28.202144
74	27.59107455
75	26.95670404
76	26.36672634
77	25.79158804
78	25.20684088
79	24.67892827
80	24.17755761
81	23.67435198
82	23.14886127
83	22.63993511
84	22.13673001
85	21.7336059
86	21.29779933
87	20.85742189
88	20.44833607
89	20.08372106
90	19.66832527
91	19.30089712
92	18.9130087
93	18.53668061
94	18.17513609
95	17.85918531
96	17.5746619
97	17.25628315
98	16.95558633
99	16.65992721
100	16.36342931
101	16.0911613
102	15.81558591
103	15.54786291
104	15.29540121
105	15.03523508
106	14.79461041
107	14.56518401
108	14.34958337
109	14.11485982
110	13.89761849
111	13.70687408
112	13.50455364
113	13.30277387
114	13.08679325
115	12.88262902
116	12.69370698
117	12.511933
118	12.3204395
119	12.15661839
120	12.00005172
121	11.84950914
122	11.69797047
123	11.54104728
124	11.38595494
125	11.24783277
126	11.10678938
127	10.95970749
128	10.80980937
129	10.67997753
130	10.55568687
131	10.437291
132	10.31230977
133	10.21047786
134	10.105478
135	9.998779588
136	9.891750189
137	9.7948744
138	9.695139826
139	9.595975939
140	9.504183084
141	9.39872127
142	9.307290465
143	9.2135369
144	9.12778273
145	9.038410349
146	8.954645497
147	8.86490779
148	8.790457191
149	8.70955241
150	8.62439422
151	8.543393564
152	8.472040497
153	8.40025303
154	8.318125208
155	8.235989713
156	8.175849725
157	8.109915121
158	8.046117865
159	7.988038847
160	7.9256878
161	7.877845283
162	7.818459163
163	7.765131453
164	7.71404393
165	7.662172579
166	7.608409736
167	7.547769609
168	7.500395711
169	7.452569965
170	7.403605482
171	7.340604069
172	7.287344575
173	7.23185531
174	7.194917595
175	7.160599288
176	7.120484719
177	7.071263556
178	7.017843098
179	6.974006749
180	6.923550887
181	6.88231831
182	6.84478357
183	6.80649915
184	6.774791105
185	6.736445703
186	6.69486936
187	6.655591059
188	6.603133287
189	6.570187928
190	6.535787024
191	6.517776563
192	6.482297493
193	6.436605328
194	6.417852711
195	6.384051296
196	6.339381083
197	6.310631369
198	6.280762025
199	6.260934338
200	6.237928945
201	6.206333124
202	6.166365586
203	6.129629364
204	6.103315649
205	6.085643366
206	6.06898056
207	6.034380578
208	5.99867455
209	5.959482092
210	5.938515243
211	5.914575131
212	5.897905673
213	5.879793123
214	5.844644634
215	5.82918995
216	5.794908886
217	5.756564377
218	5.732143178
219	5.705848604
220	5.679087293
221	5.643732802
222	5.633442661
223	5.612954597
224	5.580951125
225	5.553104699
226	5.543558519
227	5.518095162
228	5.499038427
229	5.478606208
230	5.460360766
231	5.444465414
232	5.427812561
233	5.400183468
234	5.386355334
235	5.36487528
236	5.33574448
237	5.315240416
238	5.302845686
239	5.284872539
240	5.271526426
241	5.248068024
242	5.227298615
243	5.208426125
244	5.192121124
245	5.169504318
246	5.149564701
247	5.131205676
248	5.113484737
249	5.095748644
250	5.072792505
251	5.04556285
252	5.016239291
253	5.00101511
254	4.986527269
255	4.97879929
256	4.960418648
257	4.942781966
258	4.930097093
259	4.921130171
260	4.90800425
261	4.889966807
262	4.872094658
263	4.862812269
264	4.853854717
265	4.831294697
266	4.820210061
267	4.807404206
268	4.780808103
269	4.773012558
270	4.762100754
271	4.740374831
272	4.722908279
273	4.706134266
274	4.699454203
275	4.686199487
276	4.673753232
277	4.660164488
278	4.6372258
279	4.629277502
280	4.622991043
281	4.617714315
282	4.604594996
283	4.583645009
284	4.565051204
285	4.543333198
286	4.536235697
287	4.526231336
288	4.517796438
289	4.506690728
290	4.491791952
291	4.48567633
292	4.480899344
293	4.46765379
294	4.457678738
295	4.447385264
296	4.429280113
297	4.409230141
298	4.391786002
299	4.379768904
300	4.36271971
301	4.356625856
302	4.351131698
303	4.338333133
304	4.326533906
305	4.318883315
306	4.303972429
307	4.288147161
308	4.277398934
309	4.266135254
310	4.251770675
311	4.248009989
312	4.238169017
313	4.228676433
314	4.224398308
315	4.208746262
316	4.199184083
317	4.190555537
318	4.174958359
319	4.168621557
320	4.165080461
321	4.155285315
322	4.144711991
323	4.132316867
324	4.128435933
325	4.122633922
326	4.115567996
327	4.101911575
328	4.093495817
329	4.079253174
330	4.071418335
331	4.059648802
332	4.052531712
333	4.042604877
334	4.028460529
335	4.019828054
336	4.010104748
337	4.002487057
338	3.986920626
339	3.974455139
340	3.967318603
341	3.959488287
342	3.954902234
343	3.946818313
344	3.938340212
345	3.925820604
346	3.913442558
347	3.910833958
348	3.902039043
349	3.889364534
350	3.878649388
351	3.872006501
352	3.865488599
353	3.850909802
354	3.844911245
355	3.837402305
356	3.831510015
357	3.824835595
358	3.811201715
359	3.804047894
360	3.798070458
361	3.793720089
362	3.790213326
363	3.782529183
364	3.775375015
365	3.769303172
366	3.755666088
367	3.749219382
368	3.745584199
369	3.737175926
370	3.731844829
371	3.721256182
372	3.717548004
373	3.706006378
374	3.702102123
375	3.692913255
376	3.687086711
377	3.682147062
378	3.677147329
379	3.667358257
380	3.665745992
381	3.656059262
382	3.649124185
383	3.645787715
384	3.642173875
385	3.632830694
386	3.624665239
387	3.619424843
388	3.610324943
389	3.605446613
390	3.602046654
391	3.599244313
392	3.589256199
393	3.586149854
394	3.580211715
395	3.572737395
396	3.569308653
397	3.566162654
398	3.561094367
399	3.553090021
400	3.549152807
401	3.544469142
402	3.537670865
403	3.533884225
404	3.524701751
405	3.516033104
406	3.512313663
407	3.507742909
408	3.503690476
409	3.497913074
410	3.4898741
411	3.485613203
412	3.480977544
413	3.473769296
414	3.467366805
415	3.457661365
416	3.449534687
417	3.442981227
418	3.435531647
419	3.426379782
420	3.42153249
421	3.414069142
422	3.409305657
423	3.400274633
424	3.395802495
425	3.388183512
426	3.3818692
427	3.377648237
428	3.371066671
429	3.362219832
430	3.353517737
431	3.345948259
432	3.342097591
433	3.338271589
434	3.335200353
435	3.332934189
436	3.325484367
437	3.32265599
438	3.31905335
439	3.311935354
440	3.306550299
441	3.304017209
442	3.299213006
443	3.293174858
444	3.28927654
445	3.282464958
446	3.27582386
447	3.270245277
448	3.265620032
449	3.262227332
450	3.261288752
451	3.257816544
452	3.253784463
453	3.246114961
454	3.240993641
455	3.233755909
456	3.227501768
457	3.224509583
458	3.218850223
459	3.211464002
460	3.208276745
461	3.201886664
462	3.19447629
463	3.190594496
464	3.187447761
465	3.180250133
466	3.177223385
467	3.169617426
468	3.165147202
469	3.162095527
470	3.156243334
471	3.154391362
472	3.151431014
473	3.145462286
474	3.139589667
475	3.134703745
476	3.127825577
477	3.12252287
478	3.116406006
479	3.11373697
480	3.107276483
481	3.101204454
482	3.098821802
483	3.092698165
484	3.08852711
485	3.084071644
486	3.077668612
487	3.07235731
488	3.066811029
489	3.06282915
490	3.061148899
491	3.059097434
492	3.055034108
493	3.052771652
494	3.047542085
495	3.042079057
496	3.037876095
497	3.033051462
498	3.027327134
499	3.025352168
500	3.020931018
501	3.016525544
502	3.011603717
503	3.007004645
504	3.002720285
505	2.998312943
506	2.994207138
507	2.989691861
508	2.983849022
509	2.980841691
510	2.977057537
511	2.974234672
512	2.969705924
513	2.965193036
514	2.961092317
515	2.959098547
516	2.954735804
517	2.949032911
518	2.943887317
519	2.939130081
520	2.935752228
521	2.930864497
522	2.925366947
523	2.921005541
524	2.916078158
525	2.911344553
526	2.908186305
527	2.903771942
528	2.899573957
529	2.894768039
530	2.890680986
531	2.886764613
532	2.88305137
533	2.880672218
534	2.876607278
535	2.87202433
536	2.868188184
537	2.866421006
538	2.862600991
539	2.859165961
540	2.855716443
541	2.850643844
542	2.847008638
543	2.843058181
544	2.840166641
545	2.835243179
546	2.831456152
547	2.827187735
548	2.825562936
549	2.823418006
550	2.820112588
551	2.816240299
552	2.811887646
553	2.808232074
554	2.803145776
555	2.799459894
556	2.796511589
557	2.793891954
558	2.790889594
559	2.786963527
560	2.783472138
561	2.779924266
562	2.775843641
563	2.772359536
564	2.769513518
565	2.765784975
566	2.762700882
567	2.760958855
568	2.757657608
569	2.754993
570	2.753829527
571	2.751107901
572	2.747606487
573	2.745680845
574	2.742256173
575	2.739659878
576	2.735713699
577	2.732282716
578	2.729658879
579	2.727628456
580	2.723824129
581	2.720029155
582	2.71631815
583	2.712956542
584	2.710272162
585	2.707087954
586	2.703123097
587	2.698229682
588	2.695359148
589	2.690672522
590	2.687723328
591	2.682596343
592	2.679722489
593	2.676146988
594	2.671593354
595	2.668603862
596	2.664220144
597	2.662323812
598	2.65879305
599	2.655586604
600	2.652725771
601	2.650611499
602	2.647396359
603	2.643932706
604	2.640294179
605	2.636971809
606	2.63276836
607	2.629691306
608	2.628021813
609	2.62504844
610	2.622351048
611	2.619117152
612	2.617562572
613	2.613453022
614	2.610558761
615	2.607129836
616	2.603815526
617	2.600452403
618	2.59695658
619	2.594217842
620	2.59120398
621	2.586980524
622	2.585318206
623	2.581827538
624	2.58057129
625	2.577504472
626	2.5739946
627	2.571336436
628	2.568120839
629	2.566778296
630	2.563917513
631	2.562292325
