iter	Passed	Remaining
422	2055	1345
423	2059	1340
424	2064	1335
425	2069	1330
426	2073	1325
427	2077	1320
428	2081	1315
429	2085	1309
430	2090	1304
431	2093	1299
432	2099	1294
433	2104	1289
434	2108	1284
435	2113	1279
436	2117	1274
437	2121	1269
438	2125	1263
439	2130	1258
440	2134	1253
441	2138	1248
442	2142	1243
443	2147	1238
444	2151	1232
445	2155	1227
446	2160	1222
447	2164	1217
448	2168	1212
449	2172	1206
450	2177	1202
451	2181	1197
452	2185	1191
453	2190	1186
454	2194	1181
455	2198	1176
456	2202	1171
457	2206	1165
458	2210	1160
459	2214	1155
460	2218	1150
461	2223	1145
462	2227	1140
463	2231	1134
464	2235	1129
465	2239	1124
466	2244	1119
467	2248	1114
468	2252	1109
469	2257	1104
470	2261	1099
471	2265	1094
472	2269	1089
473	2274	1084
474	2278	1079
475	2281	1073
476	2286	1068
477	2290	1063
478	2295	1058
479	2299	1053
480	2303	1048
481	2308	1043
482	2311	1038
483	2316	1033
484	2320	1028
485	2324	1023
486	2328	1018
487	2332	1013
488	2336	1008
489	2340	1003
490	2344	997
491	2348	993
492	2353	987
493	2357	982
494	2360	977
495	2365	972
496	2369	967
497	2373	962
498	2377	957
499	2381	952
500	2386	947
501	2390	942
502	2395	938
503	2399	933
504	2403	928
505	2407	923
506	2412	918
507	2416	913
508	2420	908
509	2424	903
510	2428	898
511	2432	893
512	2436	888
513	2440	883
514	2445	878
515	2449	873
516	2453	868
517	2457	863
518	2461	858
519	2466	853
520	2470	848
521	2474	843
522	2478	838
523	2483	834
524	2487	829
525	2492	824
526	2497	819
527	2501	814
528	2505	809
529	2509	805
530	2514	800
531	2518	795
532	2522	790
533	2526	785
534	2531	780
535	2535	775
536	2539	770
537	2543	765
538	2548	761
539	2552	756
540	2557	751
541	2561	746
542	2565	741
543	2569	736
544	2574	732
545	2579	727
546	2582	722
547	2587	717
548	2591	712
549	2596	708
550	2600	703
551	2604	698
552	2609	693
553	2613	688
554	2617	683
555	2621	678
556	2627	674
557	2630	669
558	2635	664
559	2639	659
560	2644	655
561	2648	650
562	2652	645
563	2661	641
564	2673	638
565	2681	634
566	2688	630
567	2694	626
568	2699	621
569	2704	616
570	2710	612
571	2717	608
572	2723	603
573	2729	599
574	2734	594
575	2740	589
576	2745	585
577	2750	580
578	2757	576
579	2763	571
580	2769	567
581	2777	563
582	2784	558
583	2791	554
584	2797	549
585	2803	545
586	2808	540
587	2813	535
588	2818	531
589	2823	526
590	2829	521
591	2834	517
592	2840	512
593	2846	507
594	2852	503
595	2858	498
596	2863	493
597	2874	490
598	2879	485
599	2884	480
600	2889	475
601	2894	471
602	2900	466
603	2904	461
604	2911	457
605	2921	453
606	2928	448
607	2936	444
608	2942	439
609	2950	435
610	2958	430
611	2965	426
612	2974	422
613	2981	417
614	2990	413
615	2996	408
616	3009	404
617	3016	400
618	3021	395
619	3034	391
620	3041	386
621	3052	382
622	3057	377
623	3065	373
624	3072	368
625	3080	364
626	3085	359
627	3092	354
628	3097	349
629	3101	344
630	3110	340
631	3115	335
632	3120	330
633	3126	325
634	3134	320
635	3190	321
636	3198	316
637	3205	311
638	3214	306
639	3223	302
640	3230	297
641	3243	293
642	3249	288
643	3258	283
644	3266	278
645	3273	273
646	3278	268
647	3282	263
648	3288	258
649	3292	253
650	3296	248
651	3300	243
652	3305	237
653	3309	232
654	3313	227
655	3317	222
656	3322	217
657	3326	212
658	3330	207
659	3335	202
660	3341	197
661	3346	192
662	3356	187
663	3365	182
664	3371	177
665	3376	172
666	3381	167
667	3388	162
668	3392	157
669	3397	152
670	3403	147
671	3408	142
672	3413	136
673	3419	131
674	3424	126
675	3428	121
676	3434	116
677	3441	111
678	3445	106
679	3450	101
680	3455	96
681	3460	91
682	3465	86
683	3470	81
684	3475	76
685	3480	71
686	3485	65
687	3491	60
688	3495	55
689	3500	50
690	3506	45
691	3513	40
692	3520	35
693	3527	30
694	3533	25
695	3539	20
696	3544	15
697	3551	10
698	3561	5
699	3579	0
