iter	RMSE
510	19.79805115
511	19.78729495
512	19.77587474
513	19.76784508
514	19.74938698
515	19.73480601
516	19.71489179
517	19.6939746
518	19.67530609
519	19.66072606
520	19.6484844
521	19.63474578
522	19.61447335
523	19.59808813
524	19.58710726
525	19.57126462
526	19.55429214
527	19.54570228
528	19.53361749
529	19.51799729
530	19.50374664
531	19.48928732
532	19.47548462
533	19.45684626
534	19.44453347
535	19.42398338
536	19.41638527
537	19.4026991
538	19.38431808
539	19.36204419
540	19.35257654
541	19.34583207
542	19.32964879
543	19.3180265
544	19.3089586
545	19.29089812
546	19.27486306
547	19.26521589
548	19.25141332
549	19.24290414
550	19.22791854
551	19.20913757
552	19.19464685
553	19.17947
554	19.16798629
555	19.1550151
556	19.14400887
557	19.13265194
558	19.11845976
559	19.10363893
560	19.09355031
561	19.07601837
562	19.06235126
563	19.04809725
564	19.04092261
565	19.02420756
566	19.01294582
567	18.99859572
568	18.98508865
569	18.97831436
570	18.96312042
571	18.95162851
572	18.93867307
573	18.93008831
574	18.9156101
575	18.90262766
576	18.89137762
577	18.88039112
578	18.87312921
579	18.86157661
580	18.84084562
581	18.82841905
582	18.8151298
583	18.80575707
584	18.78784632
585	18.77322757
586	18.76163699
587	18.74826418
588	18.73444926
589	18.71913735
590	18.7076347
591	18.69741967
592	18.68687667
593	18.67067407
594	18.65642739
595	18.63952409
596	18.63002955
597	18.62157864
598	18.60523689
599	18.59622252
600	18.58537262
601	18.57301686
602	18.55733919
603	18.54539193
604	18.53668165
605	18.52611231
606	18.50966847
607	18.49461509
608	18.48509632
609	18.47253051
610	18.46094902
611	18.44956848
612	18.43024184
613	18.4181586
614	18.40441486
615	18.39178947
616	18.37525137
617	18.36897865
618	18.35999378
619	18.34846512
620	18.33811987
621	18.32719692
622	18.32159003
623	18.30930318
624	18.30385913
625	18.29186171
626	18.2793838
627	18.2685386
628	18.25914245
629	18.24887138
630	18.23131437
631	18.21823707
632	18.20809938
633	18.19351011
634	18.18524107
635	18.17711786
636	18.16798261
637	18.15601779
638	18.14889555
639	18.13467367
640	18.12068264
641	18.11186153
642	18.10040305
643	18.08753393
644	18.07984958
645	18.06941646
646	18.06104778
647	18.0522625
648	18.04347283
649	18.036519
650	18.02459127
651	18.01598162
652	18.00658114
653	17.99555706
654	17.98443747
655	17.97229489
656	17.96619915
657	17.96037408
658	17.95026645
659	17.94300202
660	17.92843602
661	17.91512682
662	17.89913537
663	17.8852517
664	17.87762682
665	17.86981362
666	17.86144471
667	17.85145611
668	17.83837732
669	17.8274186
670	17.8126324
671	17.80303165
672	17.79617804
673	17.78768787
674	17.77788483
675	17.76858348
676	17.7578935
677	17.74532633
678	17.7363783
679	17.72789644
680	17.71538558
681	17.69931282
682	17.68657359
683	17.67333847
684	17.66366773
685	17.65298768
686	17.64720254
687	17.63834305
688	17.62976825
689	17.61852297
690	17.61487115
691	17.60426414
692	17.59145373
693	17.58669652
694	17.57507721
695	17.56044444
696	17.55105215
697	17.53971391
698	17.52767161
699	17.51895613
