iter	Passed	Remaining
447	3808	2142
448	3815	2133
449	3823	2124
450	3830	2114
451	3837	2105
452	3845	2096
453	3852	2087
454	3859	2078
455	3866	2069
456	3874	2060
457	3880	2050
458	3887	2041
459	3895	2032
460	3901	2022
461	3909	2014
462	3916	2004
463	3924	1996
464	3931	1986
465	3938	1977
466	3945	1968
467	3951	1959
468	3958	1949
469	3965	1940
470	3972	1931
471	3978	1922
472	3986	1913
473	3993	1904
474	4000	1894
475	4008	1886
476	4014	1876
477	4022	1868
478	4029	1858
479	4036	1850
480	4043	1841
481	4051	1832
482	4058	1823
483	4064	1814
484	4071	1805
485	4078	1795
486	4085	1786
487	4091	1777
488	4099	1768
489	4106	1759
490	4112	1750
491	4120	1741
492	4126	1732
493	4134	1724
494	4140	1714
495	4148	1706
496	4156	1697
497	4163	1688
498	4171	1680
499	4177	1671
500	4184	1662
501	4191	1653
502	4198	1644
503	4204	1635
504	4212	1626
505	4219	1617
506	4226	1608
507	4233	1600
508	4240	1591
509	4247	1582
510	4254	1573
511	4262	1565
512	4269	1556
513	4277	1547
514	4285	1539
515	4293	1530
516	4301	1522
517	4308	1513
518	4317	1505
519	4323	1496
520	4331	1488
521	4338	1479
522	4346	1470
523	4352	1461
524	4360	1453
525	4366	1444
526	4373	1435
527	4380	1426
528	4386	1418
529	4394	1409
530	4400	1400
531	4409	1392
532	4415	1383
533	4422	1374
534	4430	1366
535	4438	1358
536	4446	1349
537	4453	1340
538	4461	1332
539	4467	1323
540	4476	1315
541	4482	1306
542	4490	1298
543	4496	1289
544	4503	1280
545	4510	1272
546	4517	1263
547	4527	1255
548	4537	1248
549	4550	1240
550	4562	1233
551	4570	1225
552	4581	1217
553	4590	1209
554	4598	1201
555	4606	1193
556	4613	1184
557	4622	1176
558	4630	1167
559	4638	1159
560	4645	1151
561	4653	1142
562	4660	1134
563	4669	1126
564	4676	1117
565	4684	1108
566	4690	1100
567	4697	1091
568	4704	1083
569	4710	1074
570	4718	1065
571	4724	1057
572	4732	1048
573	4738	1040
574	4746	1031
575	4754	1023
576	4760	1014
577	4767	1006
578	4774	997
579	4782	989
580	4789	980
581	4797	972
582	4804	964
583	4813	956
584	4820	947
585	4827	939
586	4839	931
587	4853	924
588	4862	916
589	4869	907
590	4877	899
591	4886	891
592	4894	883
593	4901	874
594	4908	866
595	4915	857
596	4921	849
597	4929	840
598	4936	832
599	4945	824
600	4952	815
601	4960	807
602	4967	799
603	4974	790
604	4981	782
605	4988	773
606	4995	765
607	5001	756
608	5009	748
609	5015	740
610	5023	731
611	5029	723
612	5036	714
613	5044	706
614	5050	698
615	5060	690
616	5066	681
617	5074	673
618	5081	664
619	5088	656
620	5095	648
621	5101	639
622	5108	631
623	5115	623
624	5122	614
625	5129	606
626	5137	598
627	5144	589
628	5152	581
629	5159	573
630	5165	564
631	5174	556
632	5183	548
633	5191	540
634	5200	532
635	5208	524
636	5217	515
637	5223	507
638	5231	499
639	5237	491
640	5244	482
641	5252	474
642	5258	466
643	5266	457
644	5273	449
645	5280	441
646	5286	433
647	5293	424
648	5300	416
649	5307	408
650	5314	400
651	5320	391
652	5327	383
653	5334	375
654	5340	366
655	5348	358
656	5355	350
657	5363	342
658	5370	334
659	5381	326
660	5389	317
661	5398	309
662	5405	301
663	5415	293
664	5422	285
665	5430	277
666	5437	269
667	5446	260
668	5453	252
669	5462	244
670	5470	236
671	5479	228
672	5486	220
673	5494	211
674	5504	203
675	5512	195
676	5520	187
677	5528	179
678	5535	171
679	5543	163
680	5550	154
681	5557	146
682	5565	138
683	5577	130
684	5585	122
685	5593	114
686	5600	105
687	5609	97
688	5616	89
689	5625	81
690	5637	73
691	5644	65
692	5653	57
693	5660	48
694	5668	40
695	5676	32
696	5685	24
697	5694	16
698	5703	8
699	5713	0
