iter	RMSE
409	1.643307265
410	1.640152475
411	1.636621072
412	1.634670297
413	1.631375888
414	1.628889546
415	1.627485278
416	1.626008086
417	1.624904472
418	1.621687058
419	1.618417398
420	1.614895672
421	1.611209972
422	1.609037548
423	1.607498884
424	1.604208014
425	1.603081148
426	1.600415093
427	1.59933931
428	1.597629897
429	1.596456467
430	1.593458975
431	1.590400505
432	1.588284247
433	1.58482744
434	1.58288031
435	1.581211904
436	1.578905312
437	1.575309504
438	1.572908848
439	1.570675544
440	1.568165669
441	1.565024897
442	1.561512876
443	1.560393504
444	1.559410252
445	1.557024347
446	1.55597578
447	1.553847953
448	1.551755994
449	1.551020989
450	1.548559517
451	1.547765304
452	1.546265346
453	1.544105811
454	1.542938699
455	1.539722202
456	1.537509596
457	1.534638553
458	1.531471532
459	1.530334742
460	1.527426659
461	1.525653126
462	1.524154895
463	1.523068161
464	1.52101479
465	1.518752892
466	1.518033511
467	1.515528364
468	1.512430707
469	1.511696772
470	1.508517287
471	1.505893923
472	1.503013362
473	1.500463233
474	1.498270388
475	1.495577115
476	1.492490851
477	1.491152763
478	1.489760279
479	1.488960843
480	1.487568217
481	1.486220554
482	1.482879764
483	1.480836072
484	1.479280899
485	1.478090077
486	1.476530916
487	1.474996763
488	1.472289494
489	1.46987455
490	1.468353162
491	1.465683454
492	1.463063505
493	1.462396904
494	1.46145191
495	1.459331482
496	1.45686451
497	1.455862494
498	1.453742623
499	1.452114718
500	1.450170285
501	1.447991094
502	1.447102862
503	1.444130445
504	1.442129895
505	1.441300837
506	1.439364097
507	1.436791996
508	1.434055135
509	1.433196435
510	1.431366232
511	1.430360723
512	1.429657928
513	1.426748119
514	1.424993201
515	1.423416359
516	1.421824858
517	1.419606999
518	1.4178218
519	1.415791163
520	1.412636175
521	1.411429271
522	1.409093338
523	1.408550942
524	1.407313955
525	1.405226344
526	1.403693027
527	1.40085708
528	1.39945587
529	1.39734558
530	1.395770269
531	1.394268181
532	1.39240497
533	1.390679293
534	1.389084933
535	1.387053194
536	1.385353984
537	1.383109659
538	1.380868172
539	1.379214905
540	1.376684771
541	1.374364079
542	1.372228527
543	1.370694808
544	1.368330286
545	1.366273373
546	1.363839184
547	1.362154302
548	1.360079204
549	1.358861478
550	1.356096203
551	1.353784089
552	1.353038671
553	1.351514129
554	1.350705405
555	1.349073285
556	1.347594011
557	1.346371442
558	1.344110523
559	1.342584824
560	1.340883478
561	1.338393792
562	1.336101673
563	1.333818307
564	1.331810445
565	1.330218371
566	1.327919513
567	1.325746088
568	1.324549834
569	1.323352582
570	1.321293576
571	1.319994332
572	1.318042178
573	1.316036686
574	1.314516084
575	1.313231704
576	1.312323267
577	1.30983694
578	1.307778129
579	1.30631266
580	1.304809333
581	1.302764388
582	1.301152553
583	1.299882978
584	1.29768965
585	1.296570784
586	1.295185371
587	1.293508315
588	1.291740381
589	1.290394224
590	1.289120923
591	1.287360432
592	1.285378438
593	1.283779782
594	1.282375194
595	1.281119999
596	1.279591714
597	1.278293714
598	1.276680501
599	1.275398944
600	1.274154775
601	1.272495067
602	1.270576981
603	1.269442345
604	1.267862889
605	1.267135686
606	1.265650457
607	1.264648965
608	1.263579038
609	1.262725582
610	1.260766038
611	1.259555867
612	1.257379775
613	1.256354247
614	1.254318489
615	1.253646819
616	1.252408105
617	1.251034561
618	1.250059786
619	1.249341933
620	1.247917976
621	1.245754164
622	1.243622199
623	1.241765023
624	1.240581165
625	1.239413071
626	1.237734112
627	1.23617461
628	1.235156927
629	1.23381705
630	1.23199652
631	1.231045888
632	1.229773106
633	1.228433999
634	1.227432449
635	1.225892737
636	1.224585486
637	1.223536465
638	1.222192452
639	1.220903236
640	1.220010002
641	1.218142255
642	1.217143373
643	1.215075689
644	1.214243143
645	1.213183062
646	1.211290021
647	1.209783583
648	1.208448745
649	1.20688043
650	1.205564685
651	1.204195317
652	1.20257065
653	1.201337761
654	1.200202938
655	1.199161353
656	1.198557218
657	1.197522649
658	1.196050813
659	1.195427985
660	1.19369375
661	1.192823117
662	1.191878148
663	1.190057642
664	1.188815531
665	1.187915443
666	1.186517771
667	1.185459947
668	1.184049693
669	1.182619795
670	1.181435109
671	1.180481788
672	1.179773676
673	1.178348701
674	1.176648468
675	1.175033827
676	1.173670353
677	1.172616239
678	1.171784893
679	1.171001808
680	1.169671325
681	1.168069514
682	1.166700798
683	1.16600832
684	1.165059307
685	1.164417552
686	1.162939444
687	1.161425234
688	1.160680086
689	1.159412689
690	1.158443721
691	1.157432982
692	1.155960578
693	1.154987463
694	1.153655672
695	1.152240012
696	1.151030658
697	1.149500548
698	1.148099235
699	1.146680678
